"","elapsed.time","time","experiment"
"1",0,"11:00:00","22I"
"2",0,"12:00:00","22I"
"3",0,"12:00:00","22I"
"4",0,"12:00:00","22I"
"5",0,"12:00:00","22I"
"6",0,"12:00:00","22I"
"7",0,"12:00:00","22I"
"8",0,"13:00:00","22I"
"9",0,"13:00:00","22I"
"10",1.73,"13:00:00","22I"
"11",1.73,"13:00:00","22I"
"12",1.73,"13:00:00","22I"
"13",1.73,"14:00:00","22I"
"14",1.73,"14:00:00","22I"
"15",1.73,"14:00:00","22I"
"16",1.73,"14:00:00","22I"
"17",1.73,"14:00:00","22I"
"18",1.73,"15:00:00","22I"
"19",3.46,"15:00:00","22I"
"20",3.46,"15:00:00","22I"
"21",3.46,"15:00:00","22I"
"22",3.46,"15:00:00","22I"
"23",3.46,"16:00:00","22I"
"24",3.46,"16:00:00","22I"
"25",3.46,"16:00:00","22I"
"26",3.46,"16:00:00","22I"
"27",3.46,"16:00:00","22I"
"28",5.2,"17:00:00","22I"
"29",5.2,"17:00:00","22I"
"30",5.2,"17:00:00","22I"
"31",5.2,"17:00:00","22I"
"32",5.2,"17:00:00","22I"
"33",5.2,"17:00:00","22I"
"34",5.2,"18:00:00","22I"
"35",5.2,"18:00:00","22I"
"36",5.2,"18:00:00","22I"
"37",6.93,"18:00:00","22I"
"38",6.93,"18:00:00","22I"
"39",6.93,"19:00:00","22I"
"40",6.93,"19:00:00","22I"
"41",6.93,"19:00:00","22I"
"42",6.93,"19:00:00","22I"
"43",6.93,"19:00:00","22I"
"44",6.93,"19:00:00","22I"
"45",6.93,"20:00:00","22I"
"46",8.66,"20:00:00","22I"
"47",8.66,"20:00:00","22I"
"48",8.66,"20:00:00","22I"
"49",8.66,"21:00:00","22I"
"50",8.66,"21:00:00","22I"
"51",8.66,"21:00:00","22I"
"52",8.66,"21:00:00","22I"
"53",8.66,"21:00:00","22I"
"54",8.66,"21:00:00","22I"
"55",10.4,"22:00:00","22I"
"56",10.4,"22:00:00","22I"
"57",10.4,"22:00:00","22I"
"58",10.4,"22:00:00","22I"
"59",10.4,"23:00:00","22I"
"60",10.4,"23:00:00","22I"
"61",10.4,"23:00:00","22I"
"62",10.4,"23:00:00","22I"
"63",10.4,"23:00:00","22I"
"64",12.1,"23:00:00","22I"
"65",12.1,"00:00:00","22I"
"66",12.1,"00:00:00","22I"
"67",12.1,"00:00:00","22I"
"68",12.1,"00:00:00","22I"
"69",12.1,"00:00:00","22I"
"70",12.1,"01:00:00","22I"
"71",12.1,"01:00:00","22I"
"72",12.1,"01:00:00","22I"
"73",13.9,"01:00:00","22I"
"74",13.9,"01:00:00","22I"
"75",13.9,"02:00:00","22I"
"76",13.9,"02:00:00","22I"
"77",13.9,"02:00:00","22I"
"78",13.9,"02:00:00","22I"
"79",13.9,"02:00:00","22I"
"80",13.9,"02:00:00","22I"
"81",13.9,"03:00:00","22I"
"82",15.6,"03:00:00","22I"
"83",15.6,"03:00:00","22I"
"84",15.6,"03:00:00","22I"
"85",15.6,"03:00:00","22I"
"86",15.6,"04:00:00","22I"
"87",15.6,"04:00:00","22I"
"88",15.6,"04:00:00","22I"
"89",15.6,"04:00:00","22I"
"90",15.6,"04:00:00","22I"
"91",17.3,"05:00:00","22I"
"92",17.3,"05:00:00","22I"
"93",17.3,"05:00:00","22I"
"94",17.3,"05:00:00","22I"
"95",17.3,"05:00:00","22I"
"96",17.3,"06:00:00","22I"
"97",17.3,"06:00:00","22I"
"98",17.3,"06:00:00","22I"
"99",17.3,"06:00:00","22I"
"100",19.1,"06:00:00","22I"
"101",19.1,"07:00:00","22I"
"102",19.1,"07:00:00","22I"
"103",19.1,"07:00:00","22I"
"104",19.1,"07:00:00","22I"
"105",19.1,"07:00:00","22I"
"106",19.1,"07:00:00","22I"
"107",19.1,"08:00:00","22I"
"108",19.1,"08:00:00","22I"
"109",20.8,"08:00:00","22I"
"110",20.8,"08:00:00","22I"
"111",20.8,"09:00:00","22I"
"112",20.8,"09:00:00","22I"
"113",20.8,"09:00:00","22I"
"114",20.8,"09:00:00","22I"
"115",20.8,"09:00:00","22I"
"116",20.8,"09:00:00","22I"
"117",20.8,"10:00:00","22I"
"118",22.5,"10:00:00","22I"
"119",22.5,"10:00:00","22I"
"120",22.5,"10:00:00","22I"
"121",22.5,"10:00:00","22I"
"122",22.5,"11:00:00","22I"
"123",22.5,"11:00:00","22I"
"124",22.5,"11:00:00","22I"
"125",22.5,"11:00:00","22I"
"126",22.5,"11:00:00","22I"
"127",24.3,"12:00:00","22I"
"128",24.3,"12:00:00","22I"
"129",24.3,"12:00:00","22I"
"130",24.3,"12:00:00","22I"
"131",24.3,"12:00:00","22I"
"132",24.3,"13:00:00","22I"
"133",24.3,"13:00:00","22I"
"134",24.3,"13:00:00","22I"
"135",24.3,"13:00:00","22I"
"136",26,"13:00:00","22I"
"137",26,"13:00:00","22I"
"138",26,"14:00:00","22I"
"139",26,"14:00:00","22I"
"140",26,"14:00:00","22I"
"141",26,"14:00:00","22I"
"142",26,"14:00:00","22I"
"143",26,"15:00:00","22I"
"144",26,"15:00:00","22I"
"145",27.7,"15:00:00","22I"
"146",27.7,"15:00:00","22I"
"147",27.7,"15:00:00","22I"
"148",27.7,"16:00:00","22I"
"149",27.7,"16:00:00","22I"
"150",27.7,"16:00:00","22I"
"151",27.7,"16:00:00","22I"
"152",27.7,"16:00:00","22I"
"153",27.7,"17:00:00","22I"
"154",29.5,"17:00:00","22I"
"155",29.5,"17:00:00","22I"
"156",29.5,"17:00:00","22I"
"157",29.5,"17:00:00","22I"
"158",29.5,"18:00:00","22I"
"159",29.5,"18:00:00","22I"
"160",29.5,"18:00:00","22I"
"161",29.5,"18:00:00","22I"
"162",29.5,"18:00:00","22I"
"163",31.2,"19:00:00","22I"
"164",31.2,"19:00:00","22I"
"165",31.2,"19:00:00","22I"
"166",31.2,"19:00:00","22I"
"167",31.2,"19:00:00","22I"
"168",31.2,"19:00:00","22I"
"169",31.2,"20:00:00","22I"
"170",31.2,"20:00:00","22I"
"171",31.2,"20:00:00","22I"
"172",32.9,"20:00:00","22I"
"173",32.9,"20:00:00","22I"
"174",32.9,"21:00:00","22I"
"175",32.9,"21:00:00","22I"
"176",32.9,"21:00:00","22I"
"177",32.9,"21:00:00","22I"
"178",32.9,"21:00:00","22I"
"179",32.9,"21:00:00","22I"
"180",32.9,"22:00:00","22I"
"181",34.6,"22:00:00","22I"
"182",34.6,"22:00:00","22I"
"183",34.6,"22:00:00","22I"
"184",34.6,"23:00:00","22I"
"185",34.6,"23:00:00","22I"
"186",34.6,"23:00:00","22I"
"187",34.6,"23:00:00","22I"
"188",34.6,"23:00:00","22I"
"189",34.6,"23:00:00","22I"
"190",36.4,"00:00:00","22I"
"191",36.4,"00:00:00","22I"
"192",36.4,"00:00:00","22I"
"193",36.4,"00:00:00","22I"
"194",36.4,"01:00:00","22I"
"195",36.4,"01:00:00","22I"
"196",36.4,"01:00:00","22I"
"197",36.4,"01:00:00","22I"
"198",36.4,"01:00:00","22I"
"199",38.1,"01:00:00","22I"
"200",38.1,"02:00:00","22I"
"201",38.1,"02:00:00","22I"
"202",38.1,"02:00:00","22I"
"203",38.1,"02:00:00","22I"
"204",38.1,"02:00:00","22I"
"205",38.1,"03:00:00","22I"
"206",38.1,"03:00:00","22I"
"207",38.1,"03:00:00","22I"
"208",39.8,"03:00:00","22I"
"209",39.8,"03:00:00","22I"
"210",39.8,"04:00:00","22I"
"211",39.8,"04:00:00","22I"
"212",39.8,"04:00:00","22I"
"213",39.8,"04:00:00","22I"
"214",39.8,"04:00:00","22I"
"215",39.8,"04:00:00","22I"
"216",39.8,"05:00:00","22I"
"217",41.6,"05:00:00","22I"
"218",41.6,"05:00:00","22I"
"219",41.6,"05:00:00","22I"
"220",41.6,"05:00:00","22I"
"221",41.6,"06:00:00","22I"
"222",41.6,"06:00:00","22I"
"223",41.6,"06:00:00","22I"
"224",41.6,"06:00:00","22I"
"225",41.6,"06:00:00","22I"
"226",43.3,"07:00:00","22I"
"227",43.3,"07:00:00","22I"
"228",43.3,"07:00:00","22I"
"229",43.3,"07:00:00","22I"
"230",43.3,"07:00:00","22I"
"231",43.3,"08:00:00","22I"
"232",43.3,"08:00:00","22I"
"233",43.3,"08:00:00","22I"
"234",43.3,"08:00:00","22I"
"235",45,"08:00:00","22I"
"236",45,"09:00:00","22I"
"237",45,"09:00:00","22I"
"238",45,"09:00:00","22I"
"239",45,"09:00:00","22I"
"240",45,"09:00:00","22I"
"241",45,"09:00:00","22I"
"242",45,"10:00:00","22I"
"243",45,"10:00:00","22I"
"244",46.8,"10:00:00","22I"
"245",46.8,"10:00:00","22I"
"246",46.8,"11:00:00","22I"
"247",46.8,"11:00:00","22I"
"248",46.8,"11:00:00","22I"
"249",46.8,"11:00:00","22I"
"250",46.8,"11:00:00","22I"
"251",46.8,"11:00:00","22I"
"252",46.8,"12:00:00","22I"
"253",48.5,"12:00:00","22I"
"254",48.5,"12:00:00","22I"
"255",48.5,"12:00:00","22I"
"256",48.5,"12:00:00","22I"
"257",48.5,"13:00:00","22I"
"258",48.5,"13:00:00","22I"
"259",48.5,"13:00:00","22I"
"260",48.5,"13:00:00","22I"
"261",48.5,"13:00:00","22I"
"262",50.2,"14:00:00","22I"
"263",50.2,"14:00:00","22I"
"264",50.2,"14:00:00","22I"
"265",50.2,"14:00:00","22I"
"266",50.2,"14:00:00","22I"
"267",50.2,"15:00:00","22I"
"268",50.2,"15:00:00","22I"
"269",50.2,"15:00:00","22I"
"270",50.2,"15:00:00","22I"
"271",52,"15:00:00","22I"
"272",52,"15:00:00","22I"
"273",52,"16:00:00","22I"
"274",52,"16:00:00","22I"
"275",52,"16:00:00","22I"
"276",52,"16:00:00","22I"
"277",52,"16:00:00","22I"
"278",52,"17:00:00","22I"
"279",52,"17:00:00","22I"
"280",53.7,"17:00:00","22I"
"281",53.7,"17:00:00","22I"
"282",53.7,"17:00:00","22I"
"283",53.7,"18:00:00","22I"
"284",53.7,"18:00:00","22I"
"285",53.7,"18:00:00","22I"
"286",53.7,"18:00:00","22I"
"287",53.7,"18:00:00","22I"
"288",53.7,"19:00:00","22I"
"289",55.4,"19:00:00","22I"
"290",55.4,"19:00:00","22I"
"291",55.4,"19:00:00","22I"
"292",55.4,"19:00:00","22I"
"293",55.4,"20:00:00","22I"
"294",55.4,"20:00:00","22I"
"295",55.4,"20:00:00","22I"
"296",55.4,"20:00:00","22I"
"297",55.4,"20:00:00","22I"
"298",57.2,"21:00:00","22I"
"299",57.2,"21:00:00","22I"
"300",57.2,"21:00:00","22I"
"301",57.2,"21:00:00","22I"
"302",57.2,"21:00:00","22I"
"303",57.2,"21:00:00","22I"
"304",57.2,"22:00:00","22I"
"305",57.2,"22:00:00","22I"
"306",57.2,"22:00:00","22I"
"307",58.9,"22:00:00","22I"
"308",58.9,"22:00:00","22I"
"309",58.9,"23:00:00","22I"
"310",58.9,"23:00:00","22I"
"311",58.9,"23:00:00","22I"
"312",58.9,"23:00:00","22I"
"313",58.9,"23:00:00","22I"
"314",58.9,"23:00:00","22I"
"315",58.9,"00:00:00","22I"
"316",60.6,"00:00:00","22I"
"317",60.6,"00:00:00","22I"
"318",60.6,"00:00:00","22I"
"319",60.6,"01:00:00","22I"
"320",60.6,"01:00:00","22I"
"321",60.6,"01:00:00","22I"
"322",60.6,"01:00:00","22I"
"323",60.6,"01:00:00","22I"
"324",60.6,"01:00:00","22I"
"325",62.4,"02:00:00","22I"
"326",62.4,"02:00:00","22I"
"327",62.4,"02:00:00","22I"
"328",62.4,"02:00:00","22I"
"329",62.4,"03:00:00","22I"
"330",62.4,"03:00:00","22I"
"331",62.4,"03:00:00","22I"
"332",62.4,"03:00:00","22I"
"333",62.4,"03:00:00","22I"
"334",64.1,"03:00:00","22I"
"335",64.1,"04:00:00","22I"
"336",64.1,"04:00:00","22I"
"337",64.1,"04:00:00","22I"
"338",64.1,"04:00:00","22I"
"339",64.1,"04:00:00","22I"
"340",64.1,"05:00:00","22I"
"341",64.1,"05:00:00","22I"
"342",64.1,"05:00:00","22I"
"343",65.8,"05:00:00","22I"
"344",65.8,"05:00:00","22I"
"345",65.8,"06:00:00","22I"
"346",65.8,"06:00:00","22I"
"347",65.8,"06:00:00","22I"
"348",65.8,"06:00:00","22I"
"349",65.8,"06:00:00","22I"
"350",65.8,"06:00:00","22I"
"351",65.8,"07:00:00","22I"
"352",67.6,"07:00:00","22I"
"353",67.6,"07:00:00","22I"
"354",67.6,"07:00:00","22I"
"355",67.6,"07:00:00","22I"
"356",67.6,"08:00:00","22I"
"357",67.6,"08:00:00","22I"
"358",67.6,"08:00:00","22I"
"359",67.6,"08:00:00","22I"
"360",67.6,"08:00:00","22I"
"361",69.3,"09:00:00","22I"
"362",69.3,"09:00:00","22I"
"363",69.3,"09:00:00","22I"
"364",69.3,"09:00:00","22I"
"365",69.3,"09:00:00","22I"
"366",69.3,"10:00:00","22I"
"367",69.3,"10:00:00","22I"
"368",69.3,"10:00:00","22I"
"369",69.3,"10:00:00","22I"
"370",71,"10:00:00","22I"
"371",71,"11:00:00","22I"
"372",71,"11:00:00","22I"
"373",71,"11:00:00","22I"
"374",71,"11:00:00","22I"
"375",71,"11:00:00","22I"
"376",71,"11:00:00","22I"
"377",71,"12:00:00","22I"
"378",71,"12:00:00","22I"
"379",72.8,"12:00:00","22I"
"380",72.8,"12:00:00","22I"
"381",72.8,"13:00:00","22I"
"382",72.8,"13:00:00","22I"
"383",72.8,"13:00:00","22I"
"384",72.8,"13:00:00","22I"
"385",72.8,"13:00:00","22I"
"386",72.8,"13:00:00","22I"
"387",72.8,"14:00:00","22I"
"388",74.5,"14:00:00","22I"
"389",74.5,"14:00:00","22I"
"390",74.5,"14:00:00","22I"
"391",74.5,"14:00:00","22I"
"392",74.5,"15:00:00","22I"
"393",74.5,"15:00:00","22I"
"394",74.5,"15:00:00","22I"
"395",74.5,"15:00:00","22I"
"396",74.5,"15:00:00","22I"
"397",76.2,"16:00:00","22I"
"398",76.2,"16:00:00","22I"
"399",76.2,"16:00:00","22I"
"400",76.2,"16:00:00","22I"
"401",76.2,"16:00:00","22I"
"402",76.2,"17:00:00","22I"
"403",76.2,"17:00:00","22I"
"404",76.2,"17:00:00","22I"
"405",76.2,"17:00:00","22I"
"406",78,"17:00:00","22I"
"407",78,"17:00:00","22I"
"408",78,"18:00:00","22I"
"409",78,"18:00:00","22I"
"410",78,"18:00:00","22I"
"411",78,"18:00:00","22I"
"412",78,"18:00:00","22I"
"413",78,"19:00:00","22I"
"414",78,"19:00:00","22I"
"415",79.7,"19:00:00","22I"
"416",79.7,"19:00:00","22I"
"417",79.7,"19:00:00","22I"
"418",79.7,"20:00:00","22I"
"419",79.7,"20:00:00","22I"
"420",79.7,"20:00:00","22I"
"421",79.7,"20:00:00","22I"
"422",79.7,"20:00:00","22I"
"423",79.7,"21:00:00","22I"
"424",81.4,"21:00:00","22I"
"425",81.4,"21:00:00","22I"
"426",81.4,"21:00:00","22I"
"427",81.4,"21:00:00","22I"
"428",81.4,"22:00:00","22I"
"429",81.4,"22:00:00","22I"
"430",81.4,"22:00:00","22I"
"431",81.4,"22:00:00","22I"
"432",81.4,"22:00:00","22I"
"433",83.2,"23:00:00","22I"
"434",83.2,"23:00:00","22I"
"435",83.2,"23:00:00","22I"
"436",83.2,"23:00:00","22I"
"437",83.2,"23:00:00","22I"
"438",83.2,"23:00:00","22I"
"439",83.2,"00:00:00","22I"
"440",83.2,"00:00:00","22I"
"441",83.2,"00:00:00","22I"
"442",109,"01:00:00","22I"
"443",109,"01:00:00","22I"
"444",109,"01:00:00","22I"
"445",109,"01:00:00","22I"
"446",109,"01:00:00","22I"
"447",109,"01:00:00","22I"
"448",109,"02:00:00","22I"
"449",109,"02:00:00","22I"
"450",109,"02:00:00","22I"
"451",111,"02:00:00","22I"
"452",111,"02:00:00","22I"
"453",111,"03:00:00","22I"
"454",111,"03:00:00","22I"
"455",111,"03:00:00","22I"
"456",111,"03:00:00","22I"
"457",111,"03:00:00","22I"
"458",111,"03:00:00","22I"
"459",111,"04:00:00","22I"
"460",113,"04:00:00","22I"
"461",113,"04:00:00","22I"
"462",113,"04:00:00","22I"
"463",113,"05:00:00","22I"
"464",113,"05:00:00","22I"
"465",113,"05:00:00","22I"
"466",113,"05:00:00","22I"
"467",113,"05:00:00","22I"
"468",113,"05:00:00","22I"
"469",114,"06:00:00","22I"
"470",114,"06:00:00","22I"
"471",114,"06:00:00","22I"
"472",114,"06:00:00","22I"
"473",114,"07:00:00","22I"
"474",114,"07:00:00","22I"
"475",114,"07:00:00","22I"
"476",114,"07:00:00","22I"
"477",114,"07:00:00","22I"
"478",116,"07:00:00","22I"
"479",116,"08:00:00","22I"
"480",116,"08:00:00","22I"
"481",116,"08:00:00","22I"
"482",116,"08:00:00","22I"
"483",116,"08:00:00","22I"
"484",116,"09:00:00","22I"
"485",116,"09:00:00","22I"
"486",116,"09:00:00","22I"
"487",118,"09:00:00","22I"
"488",118,"09:00:00","22I"
"489",118,"10:00:00","22I"
"490",118,"10:00:00","22I"
"491",118,"10:00:00","22I"
"492",118,"10:00:00","22I"
"493",118,"10:00:00","22I"
"494",118,"10:00:00","22I"
"495",118,"11:00:00","22I"
"496",120,"11:00:00","22I"
"497",120,"11:00:00","22I"
"498",120,"11:00:00","22I"
"499",120,"11:00:00","22I"
"500",120,"12:00:00","22I"
"501",120,"12:00:00","22I"
"502",120,"12:00:00","22I"
"503",120,"12:00:00","22I"
"504",120,"12:00:00","22I"
"505",121,"13:00:00","22I"
"506",121,"13:00:00","22I"
"507",121,"13:00:00","22I"
"508",121,"13:00:00","22I"
"509",121,"13:00:00","22I"
"510",121,"14:00:00","22I"
"511",121,"14:00:00","22I"
"512",121,"14:00:00","22I"
"513",121,"14:00:00","22I"
"514",123,"14:00:00","22I"
"515",123,"15:00:00","22I"
"516",123,"15:00:00","22I"
"517",123,"15:00:00","22I"
"518",123,"15:00:00","22I"
"519",123,"15:00:00","22I"
"520",123,"15:00:00","22I"
"521",123,"16:00:00","22I"
"522",123,"16:00:00","22I"
"523",125,"16:00:00","22I"
"524",125,"16:00:00","22I"
"525",125,"17:00:00","22I"
"526",125,"17:00:00","22I"
"527",125,"17:00:00","22I"
"528",125,"17:00:00","22I"
"529",125,"17:00:00","22I"
"530",125,"17:00:00","22I"
"531",125,"18:00:00","22I"
"532",126,"18:00:00","22I"
"533",126,"18:00:00","22I"
"534",126,"18:00:00","22I"
"535",126,"18:00:00","22I"
"536",126,"19:00:00","22I"
"537",126,"19:00:00","22I"
"538",126,"19:00:00","22I"
"539",126,"19:00:00","22I"
"540",126,"19:00:00","22I"
"541",128,"20:00:00","22I"
"542",128,"20:00:00","22I"
"543",128,"20:00:00","22I"
"544",128,"20:00:00","22I"
"545",128,"20:00:00","22I"
"546",128,"21:00:00","22I"
"547",128,"21:00:00","22I"
"548",128,"21:00:00","22I"
"549",128,"21:00:00","22I"
"550",130,"21:00:00","22I"
"551",130,"21:00:00","22I"
"552",130,"22:00:00","22I"
"553",130,"22:00:00","22I"
"554",130,"22:00:00","22I"
"555",130,"22:00:00","22I"
"556",130,"22:00:00","22I"
"557",130,"22:00:00","22I"
"558",130,"23:00:00","22I"
"559",132,"23:00:00","22I"
"560",132,"23:00:00","22I"
"561",132,"23:00:00","22I"
"562",132,"00:00:00","22I"
"563",132,"00:00:00","22I"
"564",132,"00:00:00","22I"
"565",132,"00:00:00","22I"
"566",132,"00:00:00","22I"
"567",132,"00:00:00","22I"
"568",133,"01:00:00","22I"
"569",133,"01:00:00","22I"
"570",133,"01:00:00","22I"
"571",133,"01:00:00","22I"
"572",133,"02:00:00","22I"
"573",133,"02:00:00","22I"
"574",133,"02:00:00","22I"
"575",133,"02:00:00","22I"
"576",133,"02:00:00","22I"
"577",135,"02:00:00","22I"
"578",135,"03:00:00","22I"
"579",135,"03:00:00","22I"
"580",135,"03:00:00","22I"
"581",135,"03:00:00","22I"
"582",135,"03:00:00","22I"
"583",135,"04:00:00","22I"
"584",135,"04:00:00","22I"
"585",135,"04:00:00","22I"
"586",137,"04:00:00","22I"
"587",137,"04:00:00","22I"
"588",137,"05:00:00","22I"
"589",137,"05:00:00","22I"
"590",137,"05:00:00","22I"
"591",137,"05:00:00","22I"
"592",137,"05:00:00","22I"
"593",137,"05:00:00","22I"
"594",137,"06:00:00","22I"
"595",139,"06:00:00","22I"
"596",139,"06:00:00","22I"
"597",139,"06:00:00","22I"
"598",139,"06:00:00","22I"
"599",139,"07:00:00","22I"
"600",139,"07:00:00","22I"
"601",139,"07:00:00","22I"
"602",139,"07:00:00","22I"
"603",139,"07:00:00","22I"
"604",140,"08:00:00","22I"
"605",140,"08:00:00","22I"
"606",140,"08:00:00","22I"
"607",140,"08:00:00","22I"
"608",140,"08:00:00","22I"
"609",140,"09:00:00","22I"
"610",140,"09:00:00","22I"
"611",140,"09:00:00","22I"
"612",140,"09:00:00","22I"
"613",142,"09:00:00","22I"
"614",142,"10:00:00","22I"
"615",142,"10:00:00","22I"
"616",142,"10:00:00","22I"
"617",142,"10:00:00","22I"
"618",142,"10:00:00","22I"
"619",142,"10:00:00","22I"
"620",142,"11:00:00","22I"
"621",142,"11:00:00","22I"
"622",144,"11:00:00","22I"
"623",144,"11:00:00","22I"
"624",144,"12:00:00","22I"
"625",144,"12:00:00","22I"
"626",144,"12:00:00","22I"
"627",144,"12:00:00","22I"
"628",144,"12:00:00","22I"
"629",144,"12:00:00","22I"
"630",144,"13:00:00","22I"
"631",146,"13:00:00","22I"
"632",146,"13:00:00","22I"
"633",146,"13:00:00","22I"
"634",146,"13:00:00","22I"
"635",146,"14:00:00","22I"
"636",146,"14:00:00","22I"
"637",146,"14:00:00","22I"
"638",146,"14:00:00","22I"
"639",146,"14:00:00","22I"
"640",147,"15:00:00","22I"
"641",147,"15:00:00","22I"
"642",147,"15:00:00","22I"
"643",147,"15:00:00","22I"
"644",147,"15:00:00","22I"
"645",147,"16:00:00","22I"
"646",147,"16:00:00","22I"
"647",147,"16:00:00","22I"
"648",147,"16:00:00","22I"
"649",149,"16:00:00","22I"
"650",149,"16:00:00","22I"
"651",149,"17:00:00","22I"
"652",149,"17:00:00","22I"
"653",149,"17:00:00","22I"
"654",149,"17:00:00","22I"
"655",149,"17:00:00","22I"
"656",149,"18:00:00","22I"
"657",149,"18:00:00","22I"
"658",151,"18:00:00","22I"
"659",151,"18:00:00","22I"
"660",151,"18:00:00","22I"
"661",151,"19:00:00","22I"
"662",151,"19:00:00","22I"
"663",151,"19:00:00","22I"
"664",151,"19:00:00","22I"
"665",151,"19:00:00","22I"
"666",151,"20:00:00","22I"
"667",152,"20:00:00","22I"
"668",152,"20:00:00","22I"
"669",152,"20:00:00","22I"
"670",152,"20:00:00","22I"
"671",152,"21:00:00","22I"
"672",152,"21:00:00","22I"
"673",152,"21:00:00","22I"
"674",152,"21:00:00","22I"
"675",152,"21:00:00","22I"
"676",154,"22:00:00","22I"
"677",154,"22:00:00","22I"
"678",154,"22:00:00","22I"
"679",154,"22:00:00","22I"
"680",154,"22:00:00","22I"
"681",154,"22:00:00","22I"
"682",154,"23:00:00","22I"
"683",154,"23:00:00","22I"
"684",154,"23:00:00","22I"
"685",156,"23:00:00","22I"
"686",156,"23:00:00","22I"
"687",156,"00:00:00","22I"
"688",156,"00:00:00","22I"
"689",156,"00:00:00","22I"
"690",156,"00:00:00","22I"
"691",156,"00:00:00","22I"
"692",156,"00:00:00","22I"
"693",156,"01:00:00","22I"
"694",158,"01:00:00","22I"
"695",158,"01:00:00","22I"
"696",158,"01:00:00","22I"
"697",158,"02:00:00","22I"
"698",158,"02:00:00","22I"
"699",158,"02:00:00","22I"
"700",158,"02:00:00","22I"
"701",158,"02:00:00","22I"
"702",158,"02:00:00","22I"
"703",159,"03:00:00","22I"
"704",159,"03:00:00","22I"
"705",159,"03:00:00","22I"
"706",159,"03:00:00","22I"
"707",159,"04:00:00","22I"
"708",159,"04:00:00","22I"
"709",159,"04:00:00","22I"
"710",159,"04:00:00","22I"
"711",159,"04:00:00","22I"
"712",161,"04:00:00","22I"
"713",161,"05:00:00","22I"
"714",161,"05:00:00","22I"
"715",161,"05:00:00","22I"
"716",161,"05:00:00","22I"
"717",161,"05:00:00","22I"
"718",161,"06:00:00","22I"
"719",161,"06:00:00","22I"
"720",161,"06:00:00","22I"
"721",163,"06:00:00","22I"
"722",163,"06:00:00","22I"
"723",163,"07:00:00","22I"
"724",163,"07:00:00","22I"
"725",163,"07:00:00","22I"
"726",163,"07:00:00","22I"
"727",163,"07:00:00","22I"
"728",163,"07:00:00","22I"
"729",163,"08:00:00","22I"
"730",165,"08:00:00","22I"
"731",165,"08:00:00","22I"
"732",165,"08:00:00","22I"
"733",165,"08:00:00","22I"
"734",165,"09:00:00","22I"
"735",165,"09:00:00","22I"
"736",165,"09:00:00","22I"
